id,year,assets,capex,ltd,ebitda,ppe,sales,ads,rd,bookval,mv,indclass,tobinsQ
24113,2002,188.44,27.119,0,48.739,146.398,277.752,5.4,0,153.66,1020.46,44,6.641025641
24113,2003,245.943,41.187,0,69.391,198.146,355.886,7.5,0,196.27,1186.98,44,6.047689407
24113,2004,324.672,80.429,0,87.136,289.601,479.139,9.2,0,247.01,1228.67,44,4.974171086
24113,2005,437.667,82.056,0,114.106,387.104,640.275,10.3,0,322,2052.43,44,6.374006211
24113,2006,542.609,109.296,0,134.958,504.42,828.971,11.3,0,397.67,1774.81,44,4.463022104
24113,2007,698.752,124.133,75,147.981,636.64,1066.691,11.6,0,446.16,1128.22,44,2.528734086
24113,2008,673.917,63.163,0,183.731,683.902,1298.853,12.5,0,495.16,1610.04,44,3.251555053
24113,2009,837.165,54.684,0,209.259,731.929,1353.494,15.3,0,625.85,2114.57,44,3.378716945
24113,2010,924.581,82.226,0,253.742,822.656,1542.489,27.4,0,625.87,3076.68,44,4.915845144
24113,2011,1027.322,107.932,1.487,305.158,930.897,1822.032,33.2,0,689.42,4193.85,44,6.083156856
24113,2012,1268.163,152.328,6.148,373.809,1081.718,2130.057,44.5,0,882.57,4700.26,44,5.325651223
24113,2013,1180.862,192.01,5.648,416.279,1259.288,2385.002,55.6,0,765.29,4889.54,44,6.389133531
24113,2014,1390.902,224.217,105.144,400.052,1470.559,2529.195,65.5,0,812.77,4688.84,44,5.768962929
24157,2000,119.118,2.055,42.019,13.766,18.89,103.61,1.283,0,68.47,19.79,43,0.289031693
24157,2001,122.806,1.891,1.608,16.485,19.7,109.185,1.07,0,77.77,59.6,43,0.766362351
24157,2002,130.999,4.264,28.602,19.211,23.577,117.771,1.332,0,91.44,90.58,43,0.990594926
24157,2003,140.064,5.202,6,26.457,29.871,144.3,1.567,0,123.18,259.26,43,2.104724793
24157,2004,160.939,7.131,0,35.794,36.884,178.561,2.302,0,151.4,427.07,43,2.820805812
24157,2005,185.954,11.993,0,44.13,48.544,206.74,1.964,0,171.32,459.3,43,2.680947934
24157,2006,233.842,14.716,15.188,57.83,64.328,269.722,2.489,0,196.89,830.32,43,4.217177104
24157,2007,291.548,23.989,58.938,64.593,87.345,388.45,3.739,0,211.56,451.01,43,2.131830214
24157,2008,265.343,20.2,77.889,72.475,92.64,333.528,1.482,0,154.64,557.39,43,3.60443611
24157,2009,256.285,15.376,5.265,77.625,103.239,365.954,1.519,0,215.73,662.53,43,3.071107403
24157,2010,342.446,18.385,1.386,95.429,124.171,431.147,2.197,0,306.44,965.71,43,3.151383631
24157,2011,357.096,28.974,0,119.074,144.986,521.302,1.756,0,321.69,1055.89,43,3.28232149
24157,2012,507.692,21.841,110.851,136.832,177.022,595.946,2.009,0,365.69,1443.74,43,3.947988734
24157,2013,658.973,26.672,187.026,138.723,204.809,660.848,2.244,0,423.19,1790.14,43,4.230109407
24157,2014,714.675,23.954,222.4,148.299,219.345,712.877,1.328,0,449.72,1587.04,43,3.528951348
24171,1991,227.201,10.39,21.609,52.802,83.976,598.218,20.576,0,123.26,568.55,43,4.612607496
24171,1992,268.245,17.336,12.952,61.768,95.784,674.692,20.751,0,148.81,628.82,43,4.225656878
24171,1993,356.718,26.893,42.396,71.625,124.477,856.884,28.522,0,187.34,528.56,43,2.821394256
24171,1994,358.606,21.45,31.65,77.704,145.754,880.469,28.851,0,223.96,364.58,43,1.627879979
24171,1995,361.887,28.592,20.853,41.9,173.358,889,34.129,0,234.71,190.09,43,0.80989306
24171,1996,437.01,45.407,46.942,60.116,220.371,972.77,36.02,0,261.46,404.38,43,1.54662281
24171,2002,831.799,41.784,264.664,90.884,503.516,2458.124,94.1,0,214.04,63.4,43,0.296206317
24171,2003,863.945,68.701,326.94,85.41,566.024,2599.816,110.8,0,206.08,192.26,43,0.932938665
24171,2004,983.355,83.855,343.375,74.496,627.002,2746.345,112.5,0,216.09,244.32,43,1.130640011
24171,2005,1086.574,46.499,165.995,66.107,654.22,2922.307,123,0,185.8,410.71,43,2.210495156
24171,2006,1267.217,65.584,265.783,137.042,700.655,3077.223,116.1,0,160.37,807.79,43,5.037039347
24185,1991,20.414,1.817,0,0.58,2.369,29.024,2.491,0.957,14.09,72.62,12,5.154009936
24185,1992,8.166,0.196,0,-10.032,2.566,12.73,0.914,0.551,1.29,46.23,12,35.8372093
24185,1994,11.138,0.114,0.8,-2.852,2.57,11.531,0.416,1.194,2.19,7.21,12,3.292237443
24185,1995,12.985,0.024,0.6,-0.279,2.328,13.617,0.338,0.784,1.83,10.81,12,5.907103825
24185,1996,21.281,0.399,0.577,4.835,2.835,20.475,0.53,0.669,16.81,41.62,12,2.475907198
24185,1997,22.53,0.127,0.136,4.662,2.699,21.652,1.042,0.642,20.26,35.39,12,1.746791708
24185,1998,41.855,1.242,6.271,5.412,4.208,28.285,1.354,0.947,31.81,27.36,12,0.860106885
24185,1999,40.348,0.987,5.374,1.756,4.57,24.37,0.603,0.931,32.02,11.05,12,0.345096814
24185,2000,18.291,0.4,2.615,-0.974,3.88,19.902,0.867,0.966,13,11.73,12,0.902307692
24185,2001,14.196,0.131,0.045,-3.027,3.998,14.689,0.417,0.796,8.63,9.13,12,1.057937428
24185,2002,8.103,0.038,0.004,-5.244,3.887,9.084,0.251,0.595,1.93,1.1,12,0.569948187
24186,1991,34.715,7.206,0.747,8.682,13.474,55.219,1.113,0,28.22,323.08,44,11.448618
24186,1992,117.644,25.527,1.824,27.471,46.823,169.482,4.92,0,104.02,815.42,44,7.83906941
24186,1993,159.199,58.15,5.687,52.615,112.576,309.749,9.32,0,131.32,1085.32,44,8.264696924
24186,1996,469.843,130.987,47.595,154.877,461.003,937.4,2.8,0,343.58,1284.24,44,3.737819431
24186,1997,592.78,115.213,68.276,175.507,551.854,1151.637,36.9,0,434.72,1394.78,44,3.208456018
24186,1998,705.211,103.892,37.475,210.026,657.042,1358.921,48.2,0,545.05,1966.16,44,3.607302082
24186,1999,852.282,116.746,1.519,274.912,786.231,1646.013,54.32,0,697.62,2007.67,44,2.877884808
24186,2000,1022.535,139.893,11.678,300.816,924.634,1906.006,68.993,0,821.97,1982.85,44,2.412314318
24186,2001,1237.748,201.039,13.83,305.803,1100.246,2127.133,72.686,0,964.72,2634.27,44,2.730605772
24186,2002,1389.575,181.798,14.436,364.575,1269.417,2362.106,87.073,0,1088.34,2613.31,44,2.401188967
24186,2003,1474.787,194.754,9.55,348.888,1478.069,2744.369,102.523,0,1040.75,3283.87,44,3.155291857
24186,2004,1708.031,254.871,90.243,361.641,1768.13,3201.75,126.404,0,1088.4,3377.05,44,3.102765527
24186,2005,1992.422,327.862,121.906,386.141,2033.594,3612.717,159.242,0,1144.42,3114.67,44,2.721614442
24186,2006,2258.587,315.235,209.575,318.038,2325.532,3940.959,151.173,0,1221.21,2944.98,44,2.411526273
24197,1991,38.089,9.353,0.01,3.43,14.852,30.454,0.411,3.86,31.47,113.76,13,3.614871306
24197,1992,79.745,2.299,0.005,8.379,17.534,57.653,0.81,3.477,71.68,226.3,13,3.157087054
24197,1993,97.967,2.13,0,18.423,20.038,93.062,0.576,6.891,83.63,495.69,13,5.927179242
24197,2006,559.56,46.135,6.447,155.482,191.538,739.117,1.5,53.617,417.02,2471.38,13,5.926286509
24197,2007,702.179,66.244,5.727,184.721,255.176,922.555,1.9,67.338,453.02,3576.66,13,7.895148117
24197,2008,765.437,89.971,5.094,221.335,320.198,1024.03,1.4,70.552,450.13,2136.77,13,4.74700642
24197,2009,808.527,50.663,4.281,225.58,346.592,1031.633,1.1,65.124,532.85,3111.65,13,5.83963592
24197,2010,897.144,38.908,3.418,248.981,376.625,1103.392,1.7,68.597,592.9,3967.07,13,6.69095969
24197,2011,1030.814,52.464,2.501,282.525,422.35,1218.689,1.2,76.042,562.87,4240.57,13,7.533835522
24197,2012,1103.602,65.492,1.394,312.363,478.309,1293.338,1.1,82.014,659.25,5058.34,13,7.672870686
24197,2013,1230.516,77.612,150.359,323.162,550.015,1377.058,1.5,88.003,552.13,5482.2,13,9.929183345
24197,2014,1384.211,60.523,350,357.758,603.935,1510.907,1.2,98.263,159.2,7023.99,13,44.1205402
24204,1991,7.16,0.19,0.072,-0.902,0.935,6.597,0.315,0.108,6.24,22.51,34,3.607371795
24204,1992,7.997,0.542,0.027,0.988,1.463,11.2,0.326,0.218,6.77,15.06,34,2.224519941
24204,1993,8.094,0.845,0.013,0.959,2.254,14.249,0.293,0.471,7.16,11.38,34,1.589385475
24204,1996,6.426,0.342,0.29,-0.459,3.32,14.667,0.769,0.498,4.17,10.81,34,2.592326139
24204,1997,5.855,0.231,0.186,-2.416,3.551,13.321,0.677,0.494,3.8,8.79,34,2.313157895
24204,1998,4.069,0.116,0.072,-2.513,3.243,8.704,0.362,0.407,2.43,12.75,34,5.24691358
24204,1999,4.043,0.169,0,-1.173,2.944,9.287,0.259,0,2.02,33.23,34,16.45049505
24204,2000,5.065,0.185,0,-0.66,2.493,12.83,0.763,0,2.61,51.11,34,19.58237548
24204,2001,6.631,0.275,0,0.288,2.768,19.933,0.972,0,3.24,89.16,34,27.51851852
24204,2002,16.722,0.836,0,0.599,3.175,24.821,0.385,0,11.26,123.2,34,10.94138544
24204,2003,11.676,0.132,0,-1.89,2.984,26.138,0.155,0,7.82,32.52,34,4.158567775
24204,2004,9.921,0.084,0,-3.611,2.894,20.992,0.009,0,5.33,32.64,34,6.123827392
24204,2005,6.673,0.128,0.929,-3.078,2.739,19.598,0.069,0,2.07,10.81,34,5.222222222
24218,1992,15.887,3.056,0,1.709,7.407,28.818,1.977,0,9.03,33.84,43,3.747508306
24218,1993,18.338,2.398,0.907,-0.176,9.794,28.233,1.763,0,7.86,14.25,43,1.812977099
24218,1994,11.588,0.293,0.768,-0.702,3.338,30.595,1.942,0,3.83,5.13,43,1.339425587
24218,1995,8.417,0.017,0,0.744,3.252,22.527,1.054,0,4.39,3.75,43,0.854214123
24218,1996,8.863,0.221,0,0.796,5.92,23.959,1.149,0,4.57,3.9,43,0.853391685
24218,1997,13.111,1.974,1.803,1.396,7.699,26.245,1.261,0,6.98,7.39,43,1.058739255
24218,1998,14.685,3.615,3.044,0.534,10.163,27.069,1.366,0,6.9,6.42,43,0.930434783
24218,1999,26.335,1.333,9.003,1.711,16.788,30.355,1.437,0,8.01,6.87,43,0.857677903
24218,2000,30.977,1.811,9.87,4.663,18.576,53.825,1.413,0,9.79,7.59,43,0.775280899
24218,2001,27.261,0.458,8.646,4.357,18.424,43.494,1.583,0,7.49,6.03,43,0.805073431
24218,2002,24.125,0.23,8.246,1.958,17.208,43.335,1.549,0,5.46,5.85,43,1.071428571
24218,2003,17.997,0.091,6.695,0.227,16.06,47.346,1.782,0,1.17,3.13,43,2.675213675
24293,2008,1145.4,93.2,43,34.4,326.7,1508.2,0.3,4.8,788.1,451.41,19,0.572782642
24293,2009,1085.5,59.2,7.1,150.7,385.1,987,0.4,4.4,901.2,843.93,19,0.936451398
24293,2010,1342.4,38.9,153.2,68.3,418,1079.1,0.3,4.9,912.2,962.43,19,1.055064679
24293,2011,1320.6,32.5,151.4,79.8,454.7,1301.3,0.4,6.1,872.8,883.33,19,1.01206462
24293,2012,1752.5,44.1,380.3,181.7,495.7,1360.1,0.4,6.4,1070.8,1191.42,19,1.112644752
24293,2013,1770.9,70.4,388.6,200.7,567.2,1297.5,1.3,7.8,1085.4,1274.65,19,1.174359683
24293,2014,1743.7,59.4,225.1,180.9,621.7,1356.1,0.6,8.9,1016.8,1257.67,19,1.236890244
24304,1996,23.888,1.726,3.321,-1.415,4.744,5.54,0.234,1.182,18.74,78.97,12,4.21398079
24304,1997,18.613,6.881,0,-1.876,11.625,7.615,0.185,1.451,32.56,71.04,12,2.181818182
24304,1998,32.736,2.305,0,-2.329,13.931,9.518,0.414,1.384,30.72,81.36,12,2.6484375
24304,1999,28.702,0.798,0,-4.283,14.729,7.341,0.779,1.052,25.77,38.04,12,1.476135041
24304,2000,23.254,0.676,0,-4.963,15.404,7.86,1.347,1.008,20.76,26.7,12,1.286127168
24304,2001,19.659,0.225,0,-1.968,15.63,8.302,0.359,1.062,18.01,29.36,12,1.630205441
24304,2002,19.636,0.56,0,-0.316,16.189,11.075,0.334,0.835,17.24,46.42,12,2.692575406
24304,2003,21.125,0.244,0.267,1.432,16.799,14.655,0.126,0.875,18.22,50.87,12,2.791986828
24304,2004,21.384,1.018,0.172,1.952,17.816,15.011,0.165,0.706,19.05,51.24,12,2.68976378
24304,2005,22.209,0.328,0.098,1.624,18.143,15.942,0.142,0.73,20.71,56.46,12,2.726219218
24304,2006,35.952,0.354,7.562,2.638,19.784,21.666,0.333,0.76,56.49,134.14,12,2.374579572
24304,2007,75.495,2.483,6.066,4.227,22.389,32.138,0.397,0.943,65.43,131.93,12,2.016353355
24304,2008,76.983,1.61,3.807,1.435,23.783,35.192,0.946,1.044,64.99,185.24,12,2.850284659
24304,2009,75.965,1.172,1.02,1.178,24.803,34.799,0.929,1.241,69.1,135.71,12,1.963965268
24304,2010,75.666,1.764,0,2.311,26.541,41.443,1.6,1.235,69.34,132.96,12,1.917507932
24304,2011,91.139,1.756,0,1.565,30.103,52.919,1.37,1.009,66.58,99.96,12,1.501351757
24307,1991,114.583,10.807,16.979,13.147,32.071,270.602,12.287,0,37.7,88.51,43,2.347745358
24307,1992,175.644,9.773,0.968,22.061,41.365,398.642,16.522,0,66.53,228.78,43,3.438749436
24307,1993,218.613,8.868,9.959,31.556,59.254,575.893,23.158,0,122.4,367.89,43,3.005637255
24307,1994,280.005,45.616,43.07,36.784,108.295,751.883,28.035,0,140.93,153.34,43,1.088057901
24307,1995,285.342,26.797,44.651,22.365,123.74,806.179,31.239,0,150.63,95.06,43,0.631082786
24307,1996,257.713,17.599,55.365,-20.318,127.344,683.386,31.216,0,142.15,44.63,43,0.313964122
24307,1997,222.355,9.014,72.866,-16.234,112.479,508.065,22.467,0,84.78,40.88,43,0.482189196
24334,1991,71.188,2.613,17.107,12.609,12.048,133.254,5.939,0,36.27,29.85,43,0.82299421
24334,1992,98.791,3.902,11.636,16.138,20.509,172.865,7.332,0,44.18,118.59,43,2.684246265
24334,1993,105.973,12.136,4.974,19.191,32.945,244.743,9.341,0,66.58,131.64,43,1.977170321
24334,1994,113.335,8.452,6.387,17.222,42.748,256.427,10.257,0,70.22,64.9,43,0.924238109
24334,1995,121.459,9.873,7.718,16.467,49.481,274.13,11.9,0,76.09,70.86,43,0.931265607
24334,1996,125.365,10.78,14.878,12.927,60.634,268.002,11.497,0,72.93,39.92,43,0.547374194
24334,1997,120.283,4.438,10.789,15.094,66.474,277.152,11.084,0,73,41.54,43,0.569041096
24334,1998,131.121,7.559,9.517,22.667,74.394,295.278,11.387,0,77.82,61.64,43,0.792084297
24344,2001,925.131,53.899,323.026,-54.764,149.276,167.49,0.444,78.921,475.35,1845.6,13,3.882612812
24344,2002,815.72,41.219,325.944,-95.601,181.994,161.085,0.431,112.834,378.58,1210.26,13,3.196840826
24344,2003,724.411,17.351,333.46,-144.715,186.534,69.141,0,117.539,192.85,807.56,13,4.187503241
24344,2004,545.453,12.495,334.997,-108.88,191.019,102.717,0,101.687,35.44,853.69,13,24.08831828
24344,2009,1955.488,23.496,121.765,-564.479,284.005,101.889,0,401.274,1256.62,8568.07,13,6.818346039
24344,2010,1725.446,38.054,400,-666.676,319.652,143.37,0,481.416,664.25,7129.41,13,10.73302221
24344,2011,2204.28,34.595,455.95,250.594,404.239,1410.626,30.8,561.706,1030.55,6950.99,13,6.744932318
24344,2012,2759.288,71.14,683.201,173.065,730.294,1527.042,58.6,673.185,1279.55,9104.33,13,7.115259271
24344,2013,2319.041,51.393,489.691,-152.127,1005.246,1211.975,19.6,918.783,1356.41,17370.52,13,12.8062459
24344,2014,2334.679,51.201,792.935,-549.448,994.198,580.415,16.2,855.506,1090.05,28721.56,13,26.34884638
24352,1991,60.306,3.382,0.925,10.462,9.51,58.3,1.453,6.97,39.66,225.05,36,5.674483106
24352,1992,81.415,5.589,0.223,15.428,14.614,85.051,2.326,12.675,53.69,348.13,36,6.484075247
24352,1993,107.786,10.527,0.16,20.991,24.669,111.64,3.111,15.595,71.12,298.16,36,4.192350956
24352,2009,798.85,7.369,0.664,99.722,127.143,496.808,3.1,93.262,558.9,977.74,36,1.749400608
24352,2010,936.823,9.664,0.276,151.892,121.093,530.333,2.5,90.643,690.71,1708.22,36,2.473136338
24352,2011,865.31,17.047,0,127.22,129.234,533.688,2.9,80.719,623.83,1258.64,36,2.017600949
24352,2012,884.977,7.735,0,73.44,127.447,335.205,1.5,53.017,639.43,1198.46,36,1.874263015
24352,2013,682.187,4.226,0,91.372,104.761,333.996,1.6,57.336,513.99,1356.85,36,2.639837351
24352,2014,703.061,7.985,0,102.674,114.551,332.533,1.8,58.965,543.55,1306.96,36,2.404489007
24356,1991,164.101,11.842,2.202,24.408,66.564,663.138,7.518,0,98.98,252.04,43,2.546373005
24356,1992,184.12,13.879,2.401,29.264,80.674,765.071,7.819,0,112.93,382.66,43,3.388470734
24356,1993,208.587,26.026,1.882,32.152,105.151,837.178,8.224,0,112.11,272.28,43,2.428686112
24356,1996,441.424,33.172,82.644,62.47,265.01,1302.561,13.6,0,195.66,472.48,43,2.414801186
24356,1997,488.145,30.27,80.024,50.575,276.833,1453.02,14.2,0,200.33,402.95,43,2.011431139
24356,1998,582.264,39.622,78.712,30.504,324.346,1661.629,15.4,0,189.29,216.82,43,1.145438216
24356,1999,582.599,26.169,157.47,55.936,342.005,1793.142,15.4,0,253.45,211.24,43,0.833458276
24356,2000,582.341,23.942,35.472,62.847,368.196,1863.895,20.3,0,264.87,248.23,43,0.937176728
24356,2001,632.601,45.034,144.875,67.915,408.506,1946.723,22.3,0,277.34,306.86,43,1.106439749
24356,2002,621.236,47.827,5.444,59.513,424.155,2015.983,23.8,0,271.54,153.1,43,0.563821168
24356,2003,595.525,21.236,91.18,70.689,438.089,1730.114,23.4,0,213.58,301.62,43,1.412210881
24356,2004,587.431,25.487,114.167,82.885,458.372,1955.579,26.9,0,252.41,441.28,43,1.748266709
24356,2005,638.318,42.426,21.848,75.617,486.942,2002.934,26.7,0,273.94,401.52,43,1.465722421
24356,2006,660.536,40.171,26.259,64.044,518.926,2104.473,28.4,0,294.88,602.04,43,2.041644059
24368,1991,706.5,20.4,22.8,100.9,341,818.4,29.4,1.7,321.3,880.4,43,2.74011827
24368,1992,839.9,26.5,30.6,109.8,367.3,950.6,31.7,1.4,393.7,1408.39,43,3.577317755
24368,1993,1062.5,20.6,164.2,122.1,370.5,1045.3,31.5,1.2,457.5,1859.14,43,4.063693989
24368,1994,1306.5,43.3,184.2,165,422.5,1148.5,31.1,1.4,537.9,1489.49,43,2.769083473
24368,1995,1597,37.3,172.2,162.8,489.5,1239.8,37.2,0.7,587.3,1410.08,43,2.400953516
24368,1996,1739.3,27.9,193.1,111.3,539.9,1322.4,41.9,0.6,597,1138.22,43,1.906566164
24368,1997,1753.9,21.6,278.4,56.3,541.8,1069,43.5,2.6,296.5,436.22,43,1.471231029
24375,1991,13.971,0.16,0,2.839,0.397,35.534,0.032,0,9.76,12.59,42,1.289959016
24375,1992,20.983,0.163,0,4.789,0.537,54.562,0.045,0,11.63,25.68,42,2.208082545
24375,1993,28.786,0.235,13.8,4.92,0.692,65.554,0.054,0,13.83,32.59,42,2.356471439
24375,1994,38.277,0.319,13.8,6.572,0.957,87.331,0.103,0,16.87,23.5,42,1.393005335
24375,1995,55.186,0.281,13.8,9.324,1.205,114.686,0.114,0,20.31,31.56,42,1.553914328
24375,1996,60.773,0.344,0,11.49,1.456,147.646,0.216,0,37.8,69.77,42,1.845767196
24375,1997,93.248,1.197,5.915,13.905,2.599,186.073,0.234,0,43.3,92.88,42,2.145034642
24375,1998,134.644,0.631,8.483,19.947,3.135,225.293,0.265,0,50.14,75.53,42,1.50638213
24375,1999,164.328,0.726,11.324,25.523,2.753,294.584,0.391,0,58.15,76.93,42,1.322957868
24375,2000,221.24,0.778,28.167,29.584,3.7,345.653,1.071,0,65.56,65.61,42,1.00076266
24375,2001,273.801,4.682,7.904,23.221,7.809,387.356,0.663,0,70.34,56.29,42,0.8002559
24375,2002,282.668,1.316,2.808,26.278,8.937,197.866,0.437,0,77.67,45.21,42,0.582078022
24378,2002,32.188,0.121,1.352,5.638,5.63,30.085,0.262,5.113,22.45,59.9,36,2.668151448
24378,2003,38.806,0.687,1.387,7.558,6.211,32.983,0.223,2.757,29.51,118.71,36,4.022704168
24378,2004,46.202,0.733,1.472,6.823,6.944,36.654,0.31,3.071,36.05,99.34,36,2.755617198
24378,2005,49.924,0.849,0.03,9.576,7.592,36.559,0.464,3.54,40.5,96.84,36,2.391111111
24378,2006,53.723,0.519,0.004,7.909,8.111,37.871,0.572,4.255,45.08,67.85,36,1.505102041
24378,2007,59.32,0.602,0,8.463,4.964,41.192,0.736,4.062,47.72,54.89,36,1.150251467
24378,2008,57.628,1.271,0,7.435,5.509,39.437,0.586,4.174,44.91,36.7,36,0.817189935
24378,2009,60.119,0.609,0,8.226,6.017,40.685,0.655,3.942,48.79,57.9,36,1.18671859
24378,2010,69.42,0.223,0,11.314,6.156,47.616,0.685,4.916,54.81,86.8,36,1.583652618
24378,2011,86.81,0.294,0,15.481,6.43,55.523,0.772,4.478,63.3,104.98,36,1.658451817
24382,1991,121.426,9.517,19.386,51.172,28.54,273.302,40.008,1.325,60.19,589.05,9,9.786509387
24382,1992,188.354,31.876,68.106,42.258,60.334,394.98,79.397,2.544,66.95,339,9,5.063480209
24382,1993,154.063,19.755,59.609,4.083,81.309,313.899,61.28,2.589,58.72,137.99,9,2.34996594
24382,1994,141.513,5.868,46.927,19.506,87.237,280.122,44.098,2.176,60.46,84,9,1.389348329
24382,1995,131.261,8.872,45.999,11.949,72.439,270.564,40.496,3.281,46.58,60,9,1.288106483
24382,1996,126.141,9.677,15.743,26.002,72.937,286.123,40.443,3.905,56.23,165.21,9,2.938111328
24382,1997,134.947,14.548,13.672,32.036,87.439,325.417,47.626,4.696,63.41,151.79,9,2.393786469
24382,1998,117.48,8.667,18.426,14.903,89.637,282.72,43.562,4.567,51.95,72.36,9,1.392877767
24382,1999,151.892,16.474,34.704,37.579,76.451,407.984,46.546,6.256,48.97,82.74,9,1.689605881
24382,2000,138.552,17.776,48.537,28.516,78.927,408.223,47.154,6.785,35.32,54.92,9,1.554926387
24382,2001,140.444,10.244,33.978,33.257,84.13,428.425,44.486,7.9,42.63,67.18,9,1.575885527
24382,2002,141.169,9.137,29.828,29.796,80.476,389.726,34.112,6.834,48.69,93.5,9,1.920312179
24405,1998,310.002,25.615,0,85.044,65.417,335.983,3.931,21.428,272.82,898.61,21,3.293783447
24405,1999,394.643,11.349,0.571,119.143,75.717,398.517,4.7,22.007,350.78,1837.95,21,5.239608872
24405,2000,418.896,8.948,0.513,134.119,84.279,481.569,4.637,32.699,371.29,1243.82,21,3.34999596
24405,2001,479.556,9.613,0.408,109.988,91.633,450.008,4.405,28.184,445.01,1708.82,21,3.839958653
24405,2002,573.088,8.481,0.605,117.437,100.609,475.611,3.965,29.21,534.16,1785.93,21,3.343436424
24405,2003,701.611,8.407,0.452,142.731,110.357,536.397,3.721,32.451,652.64,3145.87,21,4.820222481
24405,2004,862.222,16.243,0.117,189.593,125.215,663.054,5.117,37.115,798.07,4042.03,21,5.064756224
24405,2005,912.199,14.286,0,169.327,130.875,702.271,5.524,46,851.76,3018.83,21,3.544226073
24405,2006,963.142,19.197,0,162.451,150.922,759.524,5.857,48.959,877.68,2394.6,21,2.728329232
24405,2007,1034.278,22.07,0,175.919,172.788,868.279,6.361,59.453,902.69,2303.04,21,2.551307758
24405,2008,850.878,40.889,0,195.513,184.432,976.7,7.318,85.12,710.74,1233.06,21,1.734896024
24405,2009,830.479,24.89,0,112.848,195.48,803.585,6.118,85.089,712.13,1653.34,21,2.321682839
24405,2010,878.864,30.721,0,178.176,223.769,956.848,7.115,101.93,730.03,2116.46,21,2.899141131
24405,2011,899.006,26.918,0,208.077,243.829,983.488,8.07,89.926,776.93,1863.96,21,2.399135057
24405,2012,967.748,22.443,0,203.711,268.065,996.168,8.983,87.364,857,2001.19,21,2.335110852
24405,2013,1119.812,20.211,0,202.954,295.668,1038.159,7.688,91.147,984.15,2722.93,21,2.766783519
24405,2014,5568.851,39.291,3182.962,337.313,447.873,1676.772,13.2,151.103,1239.76,3998.54,21,3.225253275
24409,1991,145.141,3.575,5.781,22.434,33.747,159.448,2.683,29.195,82.45,394.37,36,4.783141298
24409,1992,209.628,20.459,3.194,52.846,56.916,264.558,3.931,46.815,120.29,1106.4,36,9.197772051
24409,1993,332.51,43.106,0.814,90.598,100.648,426.698,7.686,69.499,191.68,2006.76,36,10.46932387
24409,2003,1151.356,35.325,0,148.658,448.436,778.062,0,116.889,741.47,2027.64,36,2.734621765
24409,2005,1570.614,16.366,473.7,196.655,402.948,818.695,6.6,139.011,698.83,1979.01,36,2.831890445
24409,2006,1787.55,18.356,460,208.217,413.504,876.163,11.1,149.51,857.58,2254.67,36,2.629107489
24409,2007,1913.483,23.883,460,257.36,369.237,1025.53,6.7,152.571,944.93,2275.31,36,2.407913814
24409,2008,1835.417,32.35,460,324.823,377.475,1131.93,6.3,146.932,829.07,1971,36,2.377362587
24409,2009,2467.884,34.443,332.112,389.453,414.218,1170.569,6.6,138.14,1103.68,3490.49,36,3.162592418
24430,1991,45.851,2.075,3.013,2.732,5.448,23.845,0.335,0,40.47,113.42,43,2.802569805
24430,1992,76.945,7.67,2.08,5.018,13.365,51.204,1.287,0,70.83,241.63,43,3.411407596
24430,1993,137.314,10.906,3.476,11.447,24.22,108.625,3.121,0,126.43,185.55,43,1.467610535
24430,1996,140.366,5.836,16.244,14.992,50.512,173.626,2.701,0,114.93,76.47,43,0.665361524
24430,1997,151.051,5.505,19.133,21.776,55.353,180.299,1.267,0,123.72,139.45,43,1.127141933
24430,1998,189.911,17.83,48.123,23.73,73.191,197.394,1.208,0,132.87,100.52,43,0.756528938
24430,1999,234.077,25.793,83.112,21.795,98.161,231.969,1.467,0,137.71,48.8,43,0.354367875
24430,2000,203.793,18.534,59.025,5.753,108.145,197.399,1.442,0,105.17,18.13,43,0.172387563
24430,2001,178.56,4.456,44.245,17.493,94.093,186.17,1.146,0,104.74,21.35,43,0.203838075
24430,2002,165.97,2.042,39.309,18.078,89.347,196.898,1.154,0,98.91,40.76,43,0.412091801
24430,2003,153.69,2.491,31,17.868,91.061,206.349,1.189,0,108.65,103.72,43,0.954624942
24430,2004,164.322,7.963,25,23.314,85.126,227.797,1.202,0,121.8,190.68,43,1.565517241
24430,2005,165.448,9.227,7,30.335,94.208,254.159,1.44,0,140.78,196.73,43,1.397428612
24430,2006,197.858,11.052,0,51.595,104.907,315.852,1.041,0,181.42,659.43,43,3.634825267
24430,2007,251.186,13.742,0,65.349,118.52,372.215,1.968,0,229.77,466.76,43,2.031422727
24430,2008,308.72,18.159,0,86.973,134.518,457.403,2.166,0,371.16,736.42,43,1.984103891
24430,2009,492.517,19.264,25,113.7,152.606,597.456,2.033,0,442.6,838.19,43,1.893786715
24430,2010,606.412,25.741,15,158.075,176.224,733.045,2.205,0,559.93,1354.38,43,2.418838069
24430,2011,756.45,34.776,17.5,203.672,207.392,869.317,3.577,0,707.11,1328.49,43,1.878760023
24430,2012,1218.007,45.796,199.831,229.045,260.379,992.467,5.91,0,922.92,1077.38,43,1.167360118
24430,2013,1345.29,46.698,216.33,174.593,291.245,1010.307,8.568,0,941.29,635.46,43,0.675094817
24430,2014,1403.471,22.964,356.43,142.339,237.183,988.532,7.435,0,868.19,630.39,43,0.726096822
24432,1997,4.095,0.118,0.395,0.286,0.304,5.389,0.063,0,1.96,7.24,42,3.693877551
