id,year,assets,capex,ltd,ebitda,ppe,sales,ads,rd,bookval,mv,indclass,tobinsQ
12421,2000,1002.002,32.782,13.767,118.678,319.169,1414.589,22.3,0,440.55,397.38,43,0.902008853
12421,2001,935.418,51.056,9.5,72.374,353.742,1388.032,25.6,0,419.18,348.97,43,0.832506322
12421,2002,803.396,40.331,7.86,52.681,336.57,1281.869,18.8,0,414.7,120.58,43,0.290764408
12421,2003,817.758,16.989,7.465,68.998,329.105,1330.626,21.2,0,364.22,236.61,43,0.649634836
12421,2004,859.653,33.398,12.037,84.768,363.954,1365.133,23.9,0,377.35,346.8,43,0.919040678
12421,2005,800.323,41.33,19.474,41.922,382.278,1238.486,22,0,364.1,199.14,43,0.546937654
12421,2006,829.69,48.289,16.085,48.238,413.543,1471.157,29.7,0,354.23,197.54,43,0.557660277
12421,2007,638.993,15.949,12.588,-15.173,276.201,1265.658,29.7,0,363.18,133.95,43,0.368825376
12421,2008,487.036,10.066,8.844,-44.457,202.424,987.625,23.2,0,240.09,75.05,43,0.312591112
12421,2009,394.566,4.586,6.874,-36.004,181.237,813.988,14.1,0,182.66,43.33,43,0.237216687
12421,2010,348.724,2.944,5.511,-14.966,168.027,652.416,8.9,0,150.44,57.19,43,0.380151555
12421,2011,313.12,2.105,4.009,12.131,166.565,542.589,4.8,0,147.86,62.28,43,0.421209252
12421,2012,315.24,3.351,2.004,17.987,159.158,458.544,4.1,0,160.91,107.1,43,0.66558946
12421,2013,312.417,7.828,0.938,14.679,163.115,393.659,4.2,0,177.86,140.05,43,0.78741707
12421,2014,280.009,8.774,0,8.963,165.778,358.49,3.4,0,164.17,104.05,43,0.633794238
12433,1993,26.247,0.981,12.259,4.577,7.705,16.171,0.209,1.165,11.58,69.47,13,5.999136442
12433,1994,32.329,1.998,14.683,6.527,9.65,21.877,0.353,1.433,13.42,57.37,13,4.274962742
12433,1995,34.569,2.472,12.436,8.588,11.957,25.11,0.031,1.432,26.21,160.26,13,6.11446013
12433,1996,56.469,1.245,22.765,10.693,13.524,29.391,0.028,1.499,29.59,185.69,13,6.275430889
12433,1997,57.491,1.579,20.581,11.15,14.808,35.229,0.034,1.502,32.56,145.52,13,4.469287469
12433,1998,59.147,1.321,20.595,9.721,16.122,33.169,0.205,1.994,34.6,97.09,13,2.806069364
12433,1999,72.161,2.153,21.366,14.116,24.193,53.927,0.327,3.486,37.61,105.74,13,2.811486307
12433,2000,84.769,4.047,27.105,12.193,29.037,57.096,0.366,2.26,29.46,72.08,13,2.4467074
12433,2001,65.982,1.923,24.349,7.138,29.256,56.527,0.193,4.163,25.54,87.88,13,3.440877056
12433,2002,65.095,3.55,23.626,14.924,32.749,59.104,0.238,2.888,26.82,100.65,13,3.752796421
12433,2003,66.42,1.812,21.505,16.42,34.744,65.864,0.222,3.875,31.07,154.75,13,4.980688767
12458,1997,24.179,0.491,8.445,2.881,4.389,19.197,0.5,1.092,13.16,22.32,12,1.696048632
12458,1998,22.839,0.81,6.121,2.903,5.197,22.648,0.507,1.41,11.4,14.2,12,1.245614035
12458,1999,17.698,0.875,0.143,-1.435,6.053,18.342,0.397,1.7,4.76,12.36,12,2.596638655
12458,2000,16.423,0.221,0,4.926,6.274,26.67,0.234,1.668,6.12,25.26,12,4.12745098
12458,2001,11.744,0.152,0.25,0.873,3.625,14.844,0.071,1.672,8.06,7.21,12,0.894540943
12458,2002,9.968,0.296,0.211,-1.27,3.532,10.526,0.041,1.545,6.98,4.01,12,0.574498567
12458,2008,21.671,3.13,1.56,1.303,10.902,25.161,0.14,2.732,13.54,4.16,12,0.307237814
12458,2009,16.467,0.269,2.895,0.329,11.13,21.136,0.102,2.791,11.5,4.88,12,0.424347826
12458,2010,14.279,0.137,2.46,1.984,9.952,23.255,0.127,2.48,8.61,6.58,12,0.764227642
12458,2011,15.561,0.265,0.774,3.941,10.201,27.109,0.397,2.416,10.67,8.05,12,0.754451734
12458,2012,12.822,0.341,0,-0.718,9.042,17.257,0.358,2.068,9.41,6.85,12,0.72794899
12458,2013,10.595,0.086,0.015,-1.146,9.145,12.249,0.22,1.79,8.11,8.12,12,1.001233046
12458,2014,11.708,0.05,0.007,-0.287,8.94,10.812,0.061,1.482,9.03,10.3,12,1.140642303
12472,1990,26.948,1.002,3.091,-3.53,6.739,54.449,4.658,4.021,18.64,20.51,35,1.100321888
12472,1991,33.637,0.718,7.091,6.308,7.241,53.757,3.212,3.813,20.49,38.66,35,1.886774036
12472,1992,39.002,1.282,3.157,9.936,7.124,65.383,4.13,4.235,27.77,105.23,35,3.789341015
12472,1993,49.673,1.248,0,10.398,8.372,66.149,3.701,4.76,38.8,98.14,35,2.529381443
12472,1995,82.869,5.624,0,18.952,17.907,100.823,6.625,6.633,63.9,231.63,35,3.624882629
12472,1996,131.055,2.671,44.518,14.483,20.714,88.65,6.632,5.472,73.18,97.69,35,1.334927576
12472,1997,136.188,2.419,45.089,9.509,18.765,100.24,7.626,5.537,75.78,100.85,35,1.330826075
12472,1998,107.32,1.458,1.541,-4.76,19.724,103.793,12.256,5.74,64.79,92.01,35,1.420126563
12472,1999,70.06,1.203,11.69,3.7,20.577,96.422,6.412,4.215,45.84,46.63,35,1.017233857
12472,2000,80.028,1.735,12.393,6.208,21.614,79.966,5.725,3.973,47.17,36.78,35,0.779732881
12472,2001,47.302,1.089,10.138,1.204,22.177,71.025,6.611,3.952,40.83,11.13,35,0.272593681
12472,2002,44.814,0.675,6.134,5.907,22.303,65.592,5.031,3.385,24.65,13.51,35,0.548073022
12472,2003,43.115,1.062,0,4.282,17.361,61.836,4.791,3.224,25.08,31.33,35,1.249202552
12472,2004,40.948,0.981,0,4.214,17.81,62.146,4.845,3.886,27.16,35.16,35,1.29455081
12472,2005,43.021,0.845,0,3.469,12.062,59.622,4.771,4.497,29.29,31.57,35,1.077842267
12472,2006,40.357,0.789,0,-1.049,12.826,52.213,3.683,4.401,26.95,17.26,35,0.640445269
12472,2007,41.918,0.454,0,1.356,13.359,57.081,3.884,3.551,29.42,25.95,35,0.882053025
12472,2008,33.419,0.276,0,-0.261,13.368,46.025,3.055,4.371,27.8,6.87,35,0.247122302
12518,1990,10.092,0.312,0.331,0.465,3.635,16.379,0.209,0.505,7.37,1.78,22,0.241519674
12518,1991,9.037,0.094,0.331,-0.007,3.908,13.031,0.116,0.442,6.93,1.53,22,0.220779221
12518,1992,9.281,0.178,0.268,0.947,3.412,15.106,0.101,0.387,7.32,2.03,22,0.277322404
12518,1993,8.772,0.16,0.177,0.915,3.572,13.411,0.12,0.383,7.66,4.07,22,0.531331593
12518,1994,10.264,0.464,0.079,1.041,4.035,15.038,0.118,0.488,8.51,4.77,22,0.560517039
12518,1995,10.999,0.35,0.045,1.476,4.385,18.794,0.368,0.679,9.24,4.42,22,0.478354978
12518,1996,12.681,0.571,0.396,1.57,4.955,20.653,0.453,0.919,9.97,5.33,22,0.534603811
12518,1997,14.811,0.578,0.605,1.816,5.708,24.62,0.521,1.03,10.44,8.03,22,0.769157088
12518,1998,14.67,0.444,0.417,1.507,5.781,26.202,0.528,1.181,10.87,5.75,22,0.528978841
12518,1999,15.384,0.312,0.224,1.283,6.088,29.114,0.648,1.365,11.4,5.03,22,0.44122807
12518,2000,24.839,7.385,4.642,0.99,13.199,34.528,0.685,1.502,11.67,5.78,22,0.495287061
12518,2001,21.878,1.441,4.771,1.333,12.982,28.694,0.669,1.446,11.58,3.41,22,0.29447323
12518,2002,23.09,0.271,4.43,0.25,13.254,25.526,0.641,1.099,14.38,3.99,22,0.277468707
12518,2003,19.782,0.157,4.066,-0.545,13.377,19.954,0.631,1.238,13.41,5.83,22,0.434750186
12519,1990,11.471,0.067,2,-0.175,2.888,12.589,0.074,0.491,7.98,2.2,21,0.275689223
12519,1991,14.93,0.042,1.9,0.132,2.929,12.976,0.052,0.59,8.14,5.88,21,0.722358722
12519,1992,15.194,0.097,1.8,1.23,3.025,19.794,0.107,0.366,8.85,6.06,21,0.684745763
12519,1993,14.241,0.216,1.7,0.254,3.242,14.789,0.058,0.51,8.87,4.03,21,0.454340474
12519,2004,20.901,0.199,0.35,0.875,5.264,24.69,0.071,0.707,11.93,17.89,21,1.499580889
12519,2005,23.099,0.108,0.264,0.154,5.413,25.783,0.075,0.394,12.16,14.5,21,1.192434211
12519,2006,16.062,0.449,0.155,0.702,4.991,26.414,0.06,0.477,9.13,10.58,21,1.158817087
12519,2007,13.32,0.108,0,-0.72,5.1,24.617,0.035,0.298,6.18,5.03,21,0.813915858
12521,1990,2.365,0.021,0.055,-0.037,1.985,3.508,0.057,0.23,0.68,2.01,36,2.955882353
12521,1991,2.173,0.011,0.231,-0.109,1.999,3.503,0.086,0.274,0.57,3.08,36,5.403508772
12521,1992,2.124,0.054,0.223,0.064,2.047,3.43,0.103,0.265,1.05,13.69,36,13.03809524
12521,1993,3.543,0.201,0.076,0.479,2.067,4.701,0.183,0.241,3.12,64.45,36,20.65705128
12521,1994,3.305,0.143,0.068,-0.706,2.236,4.014,0.383,0.486,3.36,7.92,36,2.357142857
12521,2001,53.439,1.071,7.129,-20.349,6.634,59.087,1.868,10.639,8.23,33.49,36,4.069258809
12522,1990,26.125,4.706,2.934,3.333,8.859,24.501,0.199,0.418,11.28,15.35,37,1.360815603
12522,1991,32.851,1.452,3.089,2.937,10.217,28.404,0.3,0.558,14.87,31.38,37,2.110289173
12522,1992,33.158,1.922,4.098,-0.447,12.003,31.048,0.111,1.481,13.01,25.98,37,1.996925442
12522,1993,43.054,2.75,3.798,2.659,14.36,33.007,0.188,0.311,23.36,55.03,37,2.355736301
12522,1994,47.304,2.127,3.976,4.291,16.017,31.102,0.164,0.92,24.25,22.26,37,0.917938144
12522,1995,50.675,3.589,2.854,4.966,19.562,25.084,0.078,0.793,28.42,22,37,0.774102745
12522,1996,60.324,4.084,3.376,7.4,23.476,28.065,0.183,0.718,34.42,32.94,37,0.957001743
12533,1990,2.402,0.585,0.027,0.141,2.544,11.385,0.234,0,1.05,1,44,0.952380952
12533,1991,3.013,1.297,0.199,0.28,3.13,13.931,0.342,0,0.95,1.79,44,1.884210526
12533,1992,4.053,2.508,0.117,0.589,4.238,18.435,0.302,0,1.41,10.04,44,7.120567376
12533,1993,11.363,3.984,0.042,0.96,7.094,26.888,0.506,0,7.69,23,44,2.990897269
12533,1994,12.933,5.453,0.075,1.69,10.275,39.136,0.607,0,8.63,14.72,44,1.705677868
12533,1995,16.596,7.789,1.249,1.024,14.409,46.118,0.424,0,8.91,10.3,44,1.156004489
12533,1996,18.709,7.307,1.471,2.318,19.129,55.998,0.797,0,9.65,16.29,44,1.688082902
12533,1997,29.775,3.887,7.638,4.156,27.58,63.119,1.376,0,10.99,18.89,44,1.718835305
12533,1998,25.82,5.013,3.409,4.822,26.739,88.99,2.324,0,12.45,23.28,44,1.869879518
12533,1999,31.09,7.918,9.092,4.172,33.986,94.45,2.868,0,7.33,8.71,44,1.188267394
12533,2000,33.102,8.776,8.44,5.949,40.503,104.337,3.199,0,8.1,7.54,44,0.930864198
12533,2001,30.256,3.507,8.682,4.244,37.166,99.244,3.311,0,7.22,6.76,44,0.936288089
12533,2002,21.169,2.314,9.165,4.754,29.364,96.131,2.778,0,0.96,4.6,44,4.791666667
12540,1990,145.701,7.402,0.246,67.03,24.754,168.73,4.433,20.19,108.45,529.16,36,4.879299216
12540,1991,221.195,12.212,0,84.573,36.966,229.653,5.866,33.223,184.27,1062.38,36,5.765344332
12540,1992,281.34,11.891,0,83.527,48.857,265.931,8.023,49.609,224.59,755.65,36,3.364575449
12540,1993,352.894,14.436,0,94.548,62.531,313.457,6.018,64.867,279.17,1044.49,36,3.741412043
12540,1999,803.859,42.206,0,337.231,221.208,1015.434,22.4,201.056,536.23,8142.15,36,15.18406281
12540,2000,1069.416,29.836,0,457.457,199.957,1266.378,32.9,240.682,754.81,15269.95,36,20.23019038
12540,2001,930.623,46.556,0,447.165,219.359,1229.72,30.5,224.122,616.97,7571.49,36,12.27205537
12540,2002,1051.61,31.578,0,381.525,235.324,1164.788,26.7,251.851,674.32,6849.63,36,10.15783308
12540,2003,1555.045,39.454,0,427.917,264.768,1294.749,24,276.98,1118.52,9844.17,36,8.801067482
12540,2004,1958.632,63.226,0,652.602,306.928,1666.581,31.9,311.296,1502.39,14666.84,36,9.762338674
12540,2005,2440.315,48.875,0,792.769,312.792,1966.321,39,365.328,1943.13,15937.45,36,8.201947374
12540,2006,5962.548,83.25,0,869.926,481.572,2575.3,27.8,539.684,5222.59,23583,36,4.515575605
12540,2007,5713.679,132.075,0,1175.104,580.635,3157.881,45.3,614.742,4798.93,24079.18,36,5.017614343
12540,2008,5821.598,111.792,350,1328.024,665.631,3579.889,67.1,662.057,4527.68,12184.73,36,2.691164128
12540,2009,7282.237,119.592,1000,991.673,830.85,2945.853,67,565.141,5143.05,18334.81,36,3.564968258
12540,2010,8141.148,169.642,1513.662,1293.54,973.968,3800,65.9,680.332,5295.49,13952.74,36,2.634834548
12540,2011,8991.183,210.294,1505.096,1446.072,1153.758,4216.258,75.1,738.053,5964.72,13478.03,36,2.259624928
12540,2012,9974.523,271.076,1496.938,1457.874,1398.675,4403.677,99.4,742.823,6930.29,17101.91,36,2.467704815
12540,2013,10380.298,188.358,1499.297,750.82,1447.738,4055.24,88.5,826.631,7100.27,28177.7,36,3.968539225
12540,2014,10785.829,148.332,911.086,739.468,1699.157,4147.065,87.9,844.353,7118.22,36654.62,36,5.149408139
12548,1990,19.676,1.112,0,3.486,4.562,18.638,0.499,1.789,17.4,45.41,38,2.609770115
12548,1991,21.174,2.49,0,3.641,6.78,21.849,0.479,1.969,20.25,44.93,38,2.218765432
12548,1992,25.093,2.538,0.237,3.441,9.108,24.25,0.623,2.19,18.73,43.8,38,2.338494394
12548,1993,23.414,0.749,0.246,4.275,8.767,26.32,0.526,2.667,19.84,45.94,38,2.315524194
12548,1994,22.766,0.807,0.132,4.927,9.231,29.04,0.777,2.641,18.74,39.58,38,2.112059765
12548,1995,26.653,1.028,1.578,5.406,9.934,31.611,0.742,2.605,22.5,48.3,38,2.146666667
12548,1996,27.584,1.013,1.417,5.188,10.405,31.477,0.96,2.891,23.06,28.27,38,1.22593235
12575,1991,2.641,0.079,0.606,-0.273,3.627,1.795,0.028,0.085,1.1,1.32,13,1.2
12575,1992,2.677,0.015,0.425,0.398,3.642,2.485,0.039,0.042,1.52,6.57,13,4.322368421
12575,2010,13.86,0.514,0.553,1.868,14.374,16.827,0.235,0.282,10.28,18.22,13,1.772373541
12575,2011,19.038,2.029,0.4,3.655,15.701,24.631,0.32,0.32,13.97,37.77,13,2.70365068
12575,2012,28.587,3.894,5.454,3.192,19.331,27.581,0.575,0.258,17.43,25.3,13,1.451520367
12575,2013,30.31,4.117,5.263,1.297,23.219,28.905,1.126,0.469,21.02,27.05,13,1.286869648
12575,2014,30.915,4.298,5.109,1.661,27.303,33.809,1.082,0.517,21.68,38.48,13,1.774907749
12578,1991,1177.114,26.779,352.671,82.988,421.903,765.653,9.191,0.706,434.14,640.52,14,1.475376607
12578,1992,1076.994,27.954,288.704,90.864,437.09,811.821,9.349,0.901,269.9,570.27,14,2.112893664
12578,1993,903.871,39.086,302.49,100.637,473.424,781.154,9.927,0.854,209.23,556.98,14,2.662046552
12578,1994,2480.703,73.19,1086.654,109.398,1143.827,832.656,10.1,0.899,425.21,872.28,14,2.051409892
12578,1995,2572.213,114.593,1084.284,297.412,1286.288,1960.81,13,12,513.74,730.13,14,1.421205279
12578,1996,2144.982,75.896,844.468,139.72,890.122,1190.791,12,11,481.97,730.84,14,1.516359939
12578,1997,2178.113,36.725,1008.087,153.828,702.748,1093.091,2.4,10,592.34,1087.17,14,1.835381706
12578,1998,2242.153,35.541,630.554,201.645,701.784,1059.447,1.4,8,932.24,1307.85,14,1.402911267
12578,1999,2235.169,55.869,609.339,178.143,771.293,1145.222,2,8,856.17,1208.19,14,1.411156663
12578,2000,2256.821,57.772,595.354,236.853,770.048,1191.885,2,7,922.61,1324.34,14,1.435427754
12578,2001,2153.847,70.821,497.215,163.818,784.119,1059.47,2,7,890.8,1463.56,14,1.642972609
12578,2002,2074.781,45.995,605.74,92.705,918.454,1079.716,2,7,870.49,959.41,14,1.102149364
12578,2003,2211.028,45.331,632.533,127.36,1104.009,1219.762,2,7,961.38,1797.98,14,1.87020741
12578,2004,2679.574,48.521,769.525,153.429,1208.502,1320.128,2,8,1249.82,1934.19,14,1.547574851
12578,2005,2578.377,62.778,715.82,204.914,1121.416,1392.866,2,9,1196.56,2160.13,14,1.805283479
12578,2006,2804.726,63.773,785.346,185.02,1264.065,1481.363,2,11,1345.94,2985,14,2.217780882
12578,2007,2603,63.8,889.8,113.8,1465.9,1492.2,2,12,353.9,1823.54,14,5.152698502
12578,2008,2389.4,84.9,911,73.8,1428.7,1485.3,2,12,148.1,1223.01,14,8.25800135
12578,2009,2410.3,57.5,988.4,-23.8,1615.3,1272.1,1,13,122.1,1596.77,14,13.07755938
12578,2010,2714.3,44.7,922.9,188.1,1601.9,1592.7,1,15,292.1,2527.17,14,8.65172886
12578,2011,2838,146.2,717.4,542.9,1692.8,2084.1,2,22,447.1,6893.58,14,15.41842988
12578,2012,3170.5,98.8,880.5,371.3,1728.2,2087.3,1,19,521.1,4275,14,8.203799655
12578,2013,2967.2,74.6,741.8,-122.4,1811,1863.6,2,18,365.1,6012.36,14,16.46770748
12578,2014,2967.2,72.7,924.8,205.1,1690.2,1862.6,1,19,223.1,2192.22,14,9.826176602
12597,2008,101.615,2.372,25.777,7.906,22.666,102.268,0.032,0.321,68.42,60.33,12,0.881759719
12597,2009,90.02,1.192,1.583,4.202,24.384,94.141,0.05,0.305,72.43,40.04,12,0.552809609
12597,2010,101.376,1.698,13.078,5.826,26.186,101.236,0.233,0.225,74.23,52.39,12,0.705779335
12597,2011,102.405,4.872,16.272,3.6,25.996,96.327,0.31,0.428,74.91,39.29,12,0.524496062
12597,2012,83.318,1.385,1.298,0.522,27.062,95.118,0.263,0.242,62.1,32.74,12,0.527214171
12597,2013,83.75,0.829,2.636,1.248,23.805,91.385,0.322,0.123,48.78,29.88,12,0.612546125
12597,2014,93.208,0.905,0.8,7.527,21.673,99.734,0.455,0.09,54.96,99.31,12,1.806950509
12615,2007,1117.645,4.461,320.95,-130.041,52.504,1017.352,11.1,2.5,485.02,147.05,18,0.303183374
12615,2008,693.288,3.947,230.869,-201.051,43.38,608.09,7.7,1.7,236.74,147.81,18,0.624355833
12615,2009,663.828,4.008,205.584,-78.667,36.751,569.963,5.3,1.8,230.44,192.43,18,0.835054678
12615,2010,661.894,1.56,244.463,-5.886,38.155,616.102,6.1,2.4,207.17,284.9,18,1.375199112
12615,2011,664.485,1.352,244.817,-14.368,38.728,566.424,4.9,2.5,177.03,179.88,18,1.016098966
12615,2012,831.3,0.933,296.275,31.201,34.411,761.905,5.4,2.4,239.1,574.73,18,2.403722292
12615,2013,1110.176,2.382,379.61,60.893,34.549,1036.782,5.8,3.6,444.64,619.91,18,1.394184059
12616,2008,2153.162,23.823,0.424,148.634,932.385,1737.529,137.408,7.746,2037.32,1850.35,10,0.908227475
12616,2009,2391.724,42.805,0.857,104.604,1054.315,1748.362,124.657,8.33,1923.9,1557.31,10,0.809454753
12616,2010,2602.042,32.165,2.586,132.153,1162.542,2002.489,145.034,9.848,2196.32,2043.81,10,0.93056112
12616,2011,2682.903,32.86,7.742,187.478,1163.949,2085.876,153.683,9.72,2277.37,1849.08,10,0.811936576
12616,2012,2695.444,25.393,16.121,167.088,1047.282,1881.415,137.394,8.369,2116.61,1455.83,10,0.687812115
12616,2013,2641.173,21.995,7.982,183.491,976.996,1881.734,138.813,7.846,2049.02,1435.18,10,0.700422641
12616,2014,2503.101,25.784,35.387,151.842,864.705,1598.575,109.228,7.244,1974.47,1435.47,10,0.727015351
12681,1990,905.756,163.706,250.619,111.156,645.96,2476.055,46.965,0,278.81,241.89,43,0.867580072
12681,1991,972.794,105.881,258.849,145.733,730.779,2702.721,39.763,0,324.01,474.49,43,1.46443011
12681,1992,1079.103,144.628,212.458,174.608,859.031,2853.962,34.299,0,437.2,731.52,43,1.673193047
12681,1993,1318.782,253.92,336.293,212.859,1091.683,2979.082,33.602,0,507.91,919.49,43,1.810340415
12681,1997,4430.806,269.176,1887.553,417.902,2711.53,5481.087,49.9,0,1308.18,2514.94,43,1.922472443
12681,1998,10151.214,722.188,4980.573,1246.803,4565.042,14878.771,148.1,0,2176.22,8282.2,43,3.805773313
12691,1996,23.689,8.556,0,6.47,20.823,12.357,0.229,0.007,19.39,267.29,12,13.78494069
12691,1997,71.14,12.858,0,15.009,33.682,24.557,0.23,0.055,68.03,523.37,12,7.693223578
12691,2001,144.007,7.354,0,27.988,98.309,50,0.513,2.671,142.34,292.74,12,2.056624982
12691,2002,151.395,3.565,0,14.069,101.767,41.864,2.956,6.538,148.94,119.93,12,0.80522358
12691,2003,152.789,2.542,0,5.242,107.79,35.58,2.291,7.467,149.16,163.79,12,1.098082596
12691,2004,148.678,3.263,0,-1.09,111.441,33.338,2.833,9.583,144.98,121.76,12,0.839839978
12691,2005,122.064,0.533,0,4.486,58.726,44.27,3.054,3.632,115.68,96.66,12,0.835580913
12691,2006,146.244,0.733,7.5,9.383,61.056,53.696,2.447,0.805,132.29,102.6,12,0.775568826
12691,2007,148.821,1.45,7.5,13.992,62.299,62.21,1.589,1.365,133.99,119.12,12,0.889021569
12691,2008,114.419,1.531,0,13.235,66.903,67.358,1.523,1.3,76.12,38.89,12,0.510903836
12691,2009,116.108,4.98,27,12.639,72.094,78.326,1.365,2.16,79.02,44.8,12,0.566945077
12691,2010,115.187,9.065,23.667,11.481,80.492,82.184,0.799,1.942,81.49,51.15,12,0.627684378
12691,2011,115.818,2.026,0,12.996,82.356,82.73,0.504,1.649,85.17,57.1,12,0.670423858
12691,2012,105.725,1.922,22,11.361,84.194,82.559,0.365,1.133,76.93,47.81,12,0.621474067
12719,2003,9.234,0.566,0.38,1.06,3.186,16.118,0.53,0.717,7.45,41.34,12,5.548993289
12719,2004,11.169,0.607,0.348,1.713,3.679,20.495,0.452,0.907,9.26,35.21,12,3.80237581
12719,2005,11.771,0.908,0,1.069,4.527,20.211,0.469,0.986,9.8,41.84,12,4.269387755
12719,2006,16.686,1.131,0,3.316,5.628,26.676,0.451,1.048,14.06,138.08,12,9.820768137
12719,2007,18.821,0.881,0,2.877,6.438,28.779,0.471,1.643,16.8,98.92,12,5.888095238
12719,2008,25.779,4.466,3.875,2.264,10.843,28.097,0.3971,2.061,19.32,103.91,12,5.378364389
12719,2009,27.584,2.465,3.74,2.03,13.232,26.953,0.216,2.083,21.15,132.4,12,6.260047281
12719,2010,27.786,0.201,3.712,-0.13,11.742,24.23,0.276,1.854,21.77,57.61,12,2.646302251
12719,2011,28.24,0.542,3.42,1.748,12.176,25.411,0.305,1.197,22.12,37.35,12,1.688517179
12719,2012,28.183,0.753,3.281,1.903,12.68,27.671,0.277,1.329,22.9,42.68,12,1.863755459
12719,2013,33.176,0.588,3.185,-1.199,12.729,23.66,0.305,1.26,19.07,38.02,12,1.993707394
12719,2014,24.833,0.63,3.173,-4.973,13.295,27.681,0.54,1.416,2.07,65.7,12,31.73913043
12825,2005,305.924,21.632,0,64.286,326.143,457.112,1.617,0.574,255.04,543.54,2,2.131195107
12825,2006,340.808,19.739,0,70.513,333.838,514.831,1.589,0.558,284.45,766.52,2,2.694744243
12825,2007,380.288,22.765,0.474,73.62,352.829,568.901,4.084,0.529,314.6,585.25,2,1.860298792
12825,2008,408.408,22.781,0.381,70.217,364.164,629.359,1.666,0.571,329.16,657.39,2,1.997174626
12825,2009,439.827,27.19,0.285,94.109,383.156,653.047,2.267,0.761,369.78,734.23,2,1.985586024
12825,2010,483.994,33.531,0.619,106.531,414.403,696.703,2.751,0.866,417.63,894.47,2,2.141776213
12825,2011,550.816,29.124,0.523,106.986,446.856,744.071,1.919,0.941,478.39,994.31,2,2.078450637
12825,2012,603.044,42.8,0.347,116.023,483.873,830.796,2.571,0.501,527.14,1199.92,2,2.27628334
12825,2013,645.661,35.821,0.136,130.352,510.442,867.683,3.069,0.478,569.23,1654.95,2,2.907348523
12825,2014,704.773,38.831,0.374,144.413,538.081,919.451,3.487,0.499,607.94,2031.61,2,3.341793598
12845,1997,113.594,11.845,40.386,4.86,115.53,349.637,1.328,0,33.33,23.35,43,0.700570057
12845,1998,95.009,4.234,34.322,7.57,111.94,263.522,2.085,0,33.69,18.89,43,0.560700505
12845,1999,88.475,4.8,34.141,4.773,112.138,250.136,1.895,0,31.02,5.66,43,0.182462927
12845,2000,144.238,7.036,75.005,11.976,154.383,346.795,1.228,0,32.74,10.56,43,0.322541234
12845,2001,148.63,10.402,81.273,14.849,162.654,420.376,0.842,0,32.62,17.77,43,0.544757817
12845,2002,145.145,2.868,72.126,10.833,162.251,407.63,0.783,0,29.7,10.64,43,0.358249158
12845,2003,127.961,2.137,34.45,6.796,92.884,294.547,0.198,0,20.84,11.24,43,0.539347409
12874,1990,21.888,0.597,3.181,0.61,4.75,21.663,0.703,2.215,13.11,34.99,12,2.668954996
12874,1991,15.074,0.452,4.181,-4.506,5.202,11.878,1.117,2.205,8.17,29.42,12,3.600979192
12874,1992,19.611,1.784,4.281,5.055,6.985,23.009,0.574,2.462,12.69,120.19,12,9.471237195
12874,1993,18.121,1.414,3.181,0.003,8.399,20.55,0.627,3.471,12.47,53.13,12,4.260625501
12874,1998,6.351,0.273,1.881,-2.412,2.568,5.324,0.135,1.076,2.27,13.83,12,6.092511013
12874,1999,5.697,0.207,0.757,-1.646,2.775,6.663,0.143,0.8,2.92,32.16,12,11.01369863
12874,2000,5.946,0.112,0.9,-1.352,2.887,7.794,0.134,0.71,2.9,42.88,12,14.7862069
12874,2001,4.161,0.086,0.118,-2.294,1.45,4.835,0.151,0.751,2.04,22,12,10.78431373
12874,2002,26.077,0.15,0.308,-4.559,0.871,5,0.125,1.626,21.46,66.14,12,3.082013048
12874,2003,62.662,0.1,7.005,-3.652,1.985,6.52,0.25,2.384,47.9,177.6,12,3.707724426
12874,2004,65.136,0.348,2.175,1.072,2.252,23.308,0.62,4.833,56.97,162.45,12,2.85150079
12874,2005,61.528,1.056,0.634,-3.123,3.308,19.77,0.79,4.785,52.73,43.13,12,0.817940451
12874,2006,60.29,1.115,5.707,-4.274,4.373,19.721,0.66,5.261,47.97,109.81,12,2.289139045
12874,2007,61.731,0.712,2.259,0.598,4.238,26.612,0.675,4.504,48.85,79.13,12,1.619856704
12874,2008,73.19,0.582,0,6.607,4.215,37.492,0.761,7.121,66.29,51.23,12,0.772816413
12874,2009,73.412,0.174,0,-0.2,3.583,28.109,0.724,7.217,66.31,69.43,12,1.047051727
12874,2010,94.031,0.322,0,-2.875,5.626,24.575,0.666,6.596,73.21,73.33,12,1.00163912
12874,2011,51.761,0.263,0,-9.4,5.068,28.652,0.938,10.791,36.06,30.68,12,0.850804215
12874,2012,59.993,0.665,14.846,-2.617,5.11,28.275,0.762,7.769,27.67,51.77,12,1.8709794
12874,2013,58.916,0.539,12.005,0.654,5.936,33.067,0.639,7.694,21.38,127.07,12,5.943405051
12898,1990,21.289,0.594,0,7.063,3.656,29.781,1.007,1.091,18.01,41.3,6,2.293170461
12898,1991,25.651,0.518,0,7.979,4.174,32.583,1.248,1.407,22.22,85.21,6,3.834833483
12898,1992,29.43,0.577,0,7.595,4.751,32.603,1.051,1.466,26.27,80.37,6,3.059383327
12898,1993,32.899,1.03,0,7.438,5.781,34.488,1.22,1.734,29.87,68.06,6,2.278540341
12898,1994,38.379,2.302,0,9.327,8.083,41.046,1.469,2.046,33.91,78.49,6,2.314656444
12898,1995,43.124,9.062,0,10.171,16.362,46.325,1.773,2.497,39.03,105,6,2.690238278
